#Network|Station|Location|Channel|Latitude|Longitude|Elevation|Depth|Azimuth|Dip|SensorDescription|Scale|ScaleFreq|ScaleUnits|SampleRate|StartTime|EndTime
3J|A114|01|DPN|35.619381|-117.580656|773.2|1.0|0.0|0.0|DTCC|76579.9603913|50.0|M/S|2000.0|2019-07-07T03:23:36|2019-08-04T10:22:13
3J|A114|01|DPZ|35.619381|-117.580656|773.2|1.0|0.0|-90.0|DTCC|4901117.46505|50.0|M/S|2000.0|2019-07-07T03:23:36|2019-08-04T10:22:13
3J|A115|01|DPE|35.619228|-117.579568|774.8|1.0|90.0|0.0|DTCC|76579.9603913|50.0|M/S|2000.0|2019-07-07T03:27:39|2019-08-04T14:01:00
3J|A115|01|DPN|35.619228|-117.579568|774.8|1.0|0.0|0.0|DTCC|76579.9603913|50.0|M/S|2000.0|2019-07-07T03:27:39|2019-08-04T14:01:00
3J|A115|01|DPZ|35.619228|-117.579568|774.8|1.0|0.0|-90.0|DTCC|4901117.46505|50.0|M/S|2000.0|2019-07-07T03:27:39|2019-08-04T14:01:00
3J|A116|01|DPE|35.619047|-117.5785|777.2|1.0|90.0|0.0|DTCC|76579.9603913|50.0|M/S|2000.0|2019-07-07T03:32:09|2019-08-04T00:03:45
3J|A116|01|DPN|35.619047|-117.5785|777.2|1.0|0.0|0.0|DTCC|76579.9603913|50.0|M/S|2000.0|2019-07-07T03:32:09|2019-08-04T00:03:45
3J|A116|01|DPZ|35.619047|-117.5785|777.2|1.0|0.0|-90.0|DTCC|4901117.46505|50.0|M/S|2000.0|2019-07-07T03:32:09|2019-08-04T00:03:45
3J|A117|01|DPE|35.618866|-117.577412|778.7|1.0|90.0|0.0|DTCC|76579.9603913|50.0|M/S|2000.0|2019-07-07T03:49:42|2019-08-04T00:21:15
3J|A117|01|DPN|35.618866|-117.577412|778.7|1.0|0.0|0.0|DTCC|76579.9603913|50.0|M/S|2000.0|2019-07-07T03:49:42|2019-08-04T00:21:15
3J|A117|01|DPZ|35.618866|-117.577412|778.7|1.0|0.0|-90.0|DTCC|4901117.46505|50.0|M/S|2000.0|2019-07-07T03:49:42|2019-08-04T00:21:15
3J|A118|01|DPE|35.618676|-117.576318|780.0|1.0|90.0|0.0|DTCC|76579.9603913|50.0|M/S|2000.0|2019-07-07T03:55:12|2019-08-03T00:26:45
3J|A118|01|DPN|35.618676|-117.576318|780.0|1.0|0.0|0.0|DTCC|76579.9603913|50.0|M/S|2000.0|2019-07-07T03:55:12|2019-08-03T00:26:45
3J|A118|01|DPZ|35.618676|-117.576318|780.0|1.0|0.0|-90.0|DTCC|4901117.46505|50.0|M/S|2000.0|2019-07-07T03:55:12|2019-08-03T00:26:45
3J|A119|01|DPE|35.618501|-117.575239|780.5|1.0|90.0|0.0|DTCC|76579.9603913|50.0|M/S|2000.0|2019-07-07T04:06:21|2019-08-03T00:38:00
3J|A119|01|DPN|35.618501|-117.575239|780.5|1.0|0.0|0.0|DTCC|76579.9603913|50.0|M/S|2000.0|2019-07-07T04:06:21|2019-08-03T00:38:00
3J|A119|01|DPZ|35.618501|-117.575239|780.5|1.0|0.0|-90.0|DTCC|4901117.46505|50.0|M/S|2000.0|2019-07-07T04:06:21|2019-08-03T00:38:00
3J|A120|01|DPE|35.618328|-117.574163|781.8|1.0|90.0|0.0|DTCC|76579.9603913|50.0|M/S|2000.0|2019-07-07T04:20:09|2019-08-03T00:51:45
3J|A120|01|DPN|35.618328|-117.574163|781.8|1.0|0.0|0.0|DTCC|76579.9603913|50.0|M/S|2000.0|2019-07-07T04:20:09|2019-08-03T00:51:45
3J|A120|01|DPZ|35.618328|-117.574163|781.8|1.0|0.0|-90.0|DTCC|4901117.46505|50.0|M/S|2000.0|2019-07-07T04:20:09|2019-08-03T00:51:45
3J|A121|01|DPE|35.618142|-117.573073|783.5|1.0|90.0|0.0|DTCC|76579.9603913|50.0|M/S|2000.0|2019-07-07T04:25:39|2019-08-03T00:57:15
3J|A121|01|DPN|35.618142|-117.573073|783.5|1.0|0.0|0.0|DTCC|76579.9603913|50.0|M/S|2000.0|2019-07-07T04:25:39|2019-08-03T00:57:15
3J|A121|01|DPZ|35.618142|-117.573073|783.5|1.0|0.0|-90.0|DTCC|4901117.46505|50.0|M/S|2000.0|2019-07-07T04:25:39|2019-08-03T00:57:15
3J|A122|01|DPE|35.617959|-117.57199|783.6|1.0|90.0|0.0|DTCC|76579.9603913|50.0|M/S|2000.0|2019-07-07T04:32:15|2019-08-04T01:04:00
3J|A122|01|DPN|35.617959|-117.57199|783.6|1.0|0.0|0.0|DTCC|76579.9603913|50.0|M/S|2000.0|2019-07-07T04:32:15|2019-08-04T01:04:00
3J|A122|01|DPZ|35.617959|-117.57199|783.6|1.0|0.0|-90.0|DTCC|4901117.46505|50.0|M/S|2000.0|2019-07-07T04:32:15|2019-08-04T01:04:00
3J|A123|01|DPE|35.617784|-117.570946|783.0|1.0|90.0|0.0|DTCC|76579.9603913|50.0|M/S|2000.0|2019-07-07T04:36:42|2019-08-03T01:08:15
3J|A123|01|DPN|35.617784|-117.570946|783.0|1.0|0.0|0.0|DTCC|76579.9603913|50.0|M/S|2000.0|2019-07-07T04:36:42|2019-08-03T01:08:15
3J|A123|01|DPZ|35.617784|-117.570946|783.0|1.0|0.0|-90.0|DTCC|4901117.46505|50.0|M/S|2000.0|2019-07-07T04:36:42|2019-08-03T01:08:15
3J|A124|01|DPE|35.617599|-117.569887|781.4|1.0|90.0|0.0|DTCC|76579.9603913|50.0|M/S|2000.0|2019-07-07T04:41:09|2019-08-04T01:12:45
3J|A124|01|DPN|35.617599|-117.569887|781.4|1.0|0.0|0.0|DTCC|76579.9603913|50.0|M/S|2000.0|2019-07-07T04:41:09|2019-08-04T01:12:45
3J|A124|01|DPZ|35.617599|-117.569887|781.4|1.0|0.0|-90.0|DTCC|4901117.46505|50.0|M/S|2000.0|2019-07-07T04:41:09|2019-08-04T01:12:45
3J|A125|01|DPE|35.617418|-117.568745|784.1|1.0|90.0|0.0|DTCC|4901117.46505|50.0|M/S|2000.0|2019-07-07T04:45:06|2019-08-01T23:57:16
3J|A125|01|DPN|35.617418|-117.568745|784.1|1.0|0.0|0.0|DTCC|4901117.46505|50.0|M/S|2000.0|2019-07-07T04:45:06|2019-08-01T23:57:16
3J|A125|01|DPZ|35.617418|-117.568745|784.1|1.0|0.0|-90.0|DTCC|4901117.46505|50.0|M/S|2000.0|2019-07-07T04:45:06|2019-08-01T23:57:16
3J|A126|01|DPE|35.617234|-117.567672|784.4|1.0|90.0|0.0|DTCC|76579.9603913|50.0|M/S|2000.0|2019-07-07T04:48:33|2019-08-03T01:20:15
3J|A126|01|DPN|35.617234|-117.567672|784.4|1.0|0.0|0.0|DTCC|76579.9603913|50.0|M/S|2000.0|2019-07-07T04:48:33|2019-08-03T01:20:15
3J|A126|01|DPZ|35.617234|-117.567672|784.4|1.0|0.0|-90.0|DTCC|4901117.46505|50.0|M/S|2000.0|2019-07-07T04:48:33|2019-08-03T01:20:15
3J|A127|01|DPE|35.617057|-117.566583|785.8|1.0|90.0|0.0|DTCC|76579.9603913|50.0|M/S|2000.0|2019-07-07T04:52:12|2019-08-04T01:18:06
3J|A127|01|DPN|35.617057|-117.566583|785.8|1.0|0.0|0.0|DTCC|76579.9603913|50.0|M/S|2000.0|2019-07-07T04:52:12|2019-08-04T01:18:06
3J|A127|01|DPZ|35.617057|-117.566583|785.8|1.0|0.0|-90.0|DTCC|4901117.46505|50.0|M/S|2000.0|2019-07-07T04:52:12|2019-08-04T01:18:06
3J|A128|01|DPE|35.616875|-117.565515|785.6|1.0|90.0|0.0|DTCC|76579.9603913|50.0|M/S|2000.0|2019-07-07T04:57:00|2019-08-04T01:28:45
3J|A128|01|DPN|35.616875|-117.565515|785.6|1.0|0.0|0.0|DTCC|76579.9603913|50.0|M/S|2000.0|2019-07-07T04:57:00|2019-08-04T01:28:45
3J|A128|01|DPZ|35.616875|-117.565515|785.6|1.0|0.0|-90.0|DTCC|4901117.46505|50.0|M/S|2000.0|2019-07-07T04:57:00|2019-08-04T01:28:45
3J|A129|01|DPE|35.61669|-117.564415|786.4|1.0|90.0|0.0|DTCC|4901117.46505|50.0|M/S|2000.0|2019-07-07T05:01:17|2019-08-01T18:45:24
3J|A129|01|DPN|35.61669|-117.564415|786.4|1.0|0.0|0.0|DTCC|4901117.46505|50.0|M/S|2000.0|2019-07-07T05:01:17|2019-08-01T18:45:24
3J|A129|01|DPZ|35.61669|-117.564415|786.4|1.0|0.0|-90.0|DTCC|4901117.46505|50.0|M/S|2000.0|2019-07-07T05:01:17|2019-08-01T18:45:24
3J|A130|01|DPE|35.616512|-117.563354|788.2|1.0|90.0|0.0|DTCC|76579.9603913|50.0|M/S|2000.0|2019-07-07T05:03:09|2019-08-04T01:34:45
3J|A130|01|DPN|35.616512|-117.563354|788.2|1.0|0.0|0.0|DTCC|76579.9603913|50.0|M/S|2000.0|2019-07-07T05:03:09|2019-08-04T01:34:45
3J|A130|01|DPZ|35.616512|-117.563354|788.2|1.0|0.0|-90.0|DTCC|4901117.46505|50.0|M/S|2000.0|2019-07-07T05:03:09|2019-08-04T01:34:45
3J|A131|01|DPE|35.616327|-117.562265|788.6|1.0|90.0|0.0|DTCC|76579.9603913|50.0|M/S|2000.0|2019-07-07T04:54:42|2019-08-04T01:26:15
3J|A131|01|DPN|35.616327|-117.562265|788.6|1.0|0.0|0.0|DTCC|76579.9603913|50.0|M/S|2000.0|2019-07-07T04:54:42|2019-08-04T01:26:15
3J|A131|01|DPZ|35.616327|-117.562265|788.6|1.0|0.0|-90.0|DTCC|4901117.46505|50.0|M/S|2000.0|2019-07-07T04:54:42|2019-08-04T01:26:15
3J|A132|01|DPE|35.616148|-117.561221|791.5|1.0|90.0|0.0|DTCC|76579.9603913|50.0|M/S|2000.0|2019-07-07T04:47:06|2019-08-03T01:18:45
3J|A132|01|DPN|35.616148|-117.561221|791.5|1.0|0.0|0.0|DTCC|76579.9603913|50.0|M/S|2000.0|2019-07-07T04:47:06|2019-08-03T01:18:45
3J|A132|01|DPZ|35.616148|-117.561221|791.5|1.0|0.0|-90.0|DTCC|4901117.46505|50.0|M/S|2000.0|2019-07-07T04:47:06|2019-08-03T01:18:45
3J|A133|01|DPE|35.61597|-117.560109|792.5|1.0|90.0|0.0|DTCC|76579.9603913|50.0|M/S|2000.0|2019-07-07T04:39:12|2019-08-04T01:10:45
3J|A133|01|DPN|35.61597|-117.560109|792.5|1.0|0.0|0.0|DTCC|76579.9603913|50.0|M/S|2000.0|2019-07-07T04:39:12|2019-08-04T01:10:45
3J|A133|01|DPZ|35.61597|-117.560109|792.5|1.0|0.0|-90.0|DTCC|4901117.46505|50.0|M/S|2000.0|2019-07-07T04:39:12|2019-08-04T01:10:45
3J|A134|01|DPE|35.615806|-117.559121|792.6|1.0|90.0|0.0|DTCC|76579.9603913|50.0|M/S|2000.0|2019-07-07T04:27:12|2019-08-03T00:58:45
3J|A134|01|DPN|35.615806|-117.559121|792.6|1.0|0.0|0.0|DTCC|76579.9603913|50.0|M/S|2000.0|2019-07-07T04:27:12|2019-08-03T00:58:45
3J|A134|01|DPZ|35.615806|-117.559121|792.6|1.0|0.0|-90.0|DTCC|4901117.46505|50.0|M/S|2000.0|2019-07-07T04:27:12|2019-08-03T00:58:45
3J|A201|01|DPE|35.542506|-117.677753|960.2|1.0|90.0|0.0|DTCC|76579.9603913|50.0|M/S|2000.0|2019-07-07T16:45:10|2019-08-04T05:29:25
3J|A201|01|DPN|35.542506|-117.677753|960.2|1.0|0.0|0.0|DTCC|76579.9603913|50.0|M/S|2000.0|2019-07-07T16:45:10|2019-08-04T05:29:25
3J|A201|01|DPZ|35.542506|-117.677753|960.2|1.0|0.0|-90.0|DTCC|4901117.46505|50.0|M/S|2000.0|2019-07-07T16:45:10|2019-08-04T05:29:25
3J|A202|01|DPE|35.542338|-117.676295|965.0|1.0|90.0|0.0|DTCC|76579.9603913|50.0|M/S|2000.0|2019-07-07T16:50:27|2019-08-05T05:57:06
3J|A202|01|DPN|35.542338|-117.676295|965.0|1.0|0.0|0.0|DTCC|76579.9603913|50.0|M/S|2000.0|2019-07-07T16:50:27|2019-08-05T05:57:06
3J|A202|01|DPZ|35.542338|-117.676295|965.0|1.0|0.0|-90.0|DTCC|4901117.46505|50.0|M/S|2000.0|2019-07-07T16:50:27|2019-08-05T05:57:06
3J|A203|01|DPE|35.542053|-117.675187|970.0|1.0|90.0|0.0|DTCC|76579.9603913|50.0|M/S|2000.0|2019-07-07T16:54:27|2019-08-04T13:26:00
3J|A203|01|DPN|35.542053|-117.675187|970.0|1.0|0.0|0.0|DTCC|76579.9603913|50.0|M/S|2000.0|2019-07-07T16:54:27|2019-08-04T13:26:00
3J|A203|01|DPZ|35.542053|-117.675187|970.0|1.0|0.0|-90.0|DTCC|4901117.46505|50.0|M/S|2000.0|2019-07-07T16:54:27|2019-08-04T13:26:00
3J|A204|01|DPE|35.541814|-117.674112|972.4|1.0|90.0|0.0|DTCC|76579.9603913|50.0|M/S|2000.0|2019-07-07T16:58:42|2019-08-05T13:30:15
3J|A204|01|DPN|35.541814|-117.674112|972.4|1.0|0.0|0.0|DTCC|76579.9603913|50.0|M/S|2000.0|2019-07-07T16:58:42|2019-08-05T13:30:15
3J|A204|01|DPZ|35.541814|-117.674112|972.4|1.0|0.0|-90.0|DTCC|4901117.46505|50.0|M/S|2000.0|2019-07-07T16:58:42|2019-08-05T13:30:15
3J|A205|01|DPE|35.541533|-117.673021|976.9|1.0|90.0|0.0|DTCC|76579.9603913|50.0|M/S|2000.0|2019-07-07T17:04:03|2019-08-05T00:49:00
3J|A205|01|DPN|35.541533|-117.673021|976.9|1.0|0.0|0.0|DTCC|76579.9603913|50.0|M/S|2000.0|2019-07-07T17:04:03|2019-08-05T00:49:00
3J|A205|01|DPZ|35.541533|-117.673021|976.9|1.0|0.0|-90.0|DTCC|4901117.46505|50.0|M/S|2000.0|2019-07-07T17:04:03|2019-08-05T00:49:00
3J|A206|01|DPE|35.541252|-117.671963|980.3|1.0|90.0|0.0|DTCC|76579.9603913|50.0|M/S|2000.0|2019-07-07T17:10:12|2019-08-05T13:42:00
3J|A206|01|DPN|35.541252|-117.671963|980.3|1.0|0.0|0.0|DTCC|76579.9603913|50.0|M/S|2000.0|2019-07-07T17:10:12|2019-08-05T13:42:00
3J|A206|01|DPZ|35.541252|-117.671963|980.3|1.0|0.0|-90.0|DTCC|4901117.46505|50.0|M/S|2000.0|2019-07-07T17:10:12|2019-08-05T13:42:00
3J|A207|01|DPE|35.540875|-117.670913|983.0|1.0|90.0|0.0|DTCC|76579.9603913|50.0|M/S|2000.0|2019-07-07T17:17:09|2019-08-05T13:31:50
3J|A207|01|DPN|35.540875|-117.670913|983.0|1.0|0.0|0.0|DTCC|76579.9603913|50.0|M/S|2000.0|2019-07-07T17:17:09|2019-08-05T13:31:50
3J|A207|01|DPZ|35.540875|-117.670913|983.0|1.0|0.0|-90.0|DTCC|4901117.46505|50.0|M/S|2000.0|2019-07-07T17:17:09|2019-08-05T13:31:50
3J|A208|01|DPE|35.540406|-117.669942|985.7|1.0|90.0|0.0|DTCC|76579.9603913|50.0|M/S|2000.0|2019-07-07T17:22:39|2019-08-04T12:12:26
3J|A208|01|DPN|35.540406|-117.669942|985.7|1.0|0.0|0.0|DTCC|76579.9603913|50.0|M/S|2000.0|2019-07-07T17:22:39|2019-08-04T12:12:26
3J|A208|01|DPZ|35.540406|-117.669942|985.7|1.0|0.0|-90.0|DTCC|4901117.46505|50.0|M/S|2000.0|2019-07-07T17:22:39|2019-08-04T12:12:26
3J|A209|01|DPE|35.540064|-117.668884|989.8|1.0|90.0|0.0|DTCC|76579.9603913|50.0|M/S|2000.0|2019-07-07T17:28:00|2019-08-04T13:59:45
3J|A209|01|DPN|35.540064|-117.668884|989.8|1.0|0.0|0.0|DTCC|76579.9603913|50.0|M/S|2000.0|2019-07-07T17:28:00|2019-08-04T13:59:45
3J|A209|01|DPZ|35.540064|-117.668884|989.8|1.0|0.0|-90.0|DTCC|4901117.46505|50.0|M/S|2000.0|2019-07-07T17:28:00|2019-08-04T13:59:45
3J|A210|01|DPE|35.539825|-117.667862|994.8|1.0|90.0|0.0|DTCC|76579.9603913|50.0|M/S|2000.0|2019-07-07T17:33:12|2019-08-04T14:05:00
3J|A210|01|DPN|35.539825|-117.667862|994.8|1.0|0.0|0.0|DTCC|76579.9603913|50.0|M/S|2000.0|2019-07-07T17:33:12|2019-08-04T14:05:00
3J|A210|01|DPZ|35.539825|-117.667862|994.8|1.0|0.0|-90.0|DTCC|4901117.46505|50.0|M/S|2000.0|2019-07-07T17:33:12|2019-08-04T14:05:00
3J|A211|01|DPE|35.539564|-117.666804|1000.7|1.0|90.0|0.0|DTCC|76579.9603913|50.0|M/S|2000.0|2019-07-07T17:38:39|2019-08-04T14:10:15
3J|A211|01|DPN|35.539564|-117.666804|1000.7|1.0|0.0|0.0|DTCC|76579.9603913|50.0|M/S|2000.0|2019-07-07T17:38:39|2019-08-04T14:10:15
3J|A211|01|DPZ|35.539564|-117.666804|1000.7|1.0|0.0|-90.0|DTCC|4901117.46505|50.0|M/S|2000.0|2019-07-07T17:38:39|2019-08-04T14:10:15
3J|A212|01|DPE|35.539151|-117.665729|1004.1|1.0|90.0|0.0|DTCC|76579.9603913|50.0|M/S|2000.0|2019-07-07T17:43:39|2019-08-04T11:53:23
3J|A212|01|DPN|35.539151|-117.665729|1004.1|1.0|0.0|0.0|DTCC|76579.9603913|50.0|M/S|2000.0|2019-07-07T17:43:39|2019-08-04T11:53:23
3J|A212|01|DPZ|35.539151|-117.665729|1004.1|1.0|0.0|-90.0|DTCC|4901117.46505|50.0|M/S|2000.0|2019-07-07T17:43:39|2019-08-04T11:53:23
3J|A214|01|DPE|35.538242|-117.663822|1011.4|1.0|90.0|0.0|DTCC|76579.9603913|50.0|M/S|2000.0|2019-07-07T17:56:36|2019-08-04T14:28:15
3J|A214|01|DPN|35.538242|-117.663822|1011.4|1.0|0.0|0.0|DTCC|76579.9603913|50.0|M/S|2000.0|2019-07-07T17:56:36|2019-08-04T14:28:15
3J|A214|01|DPZ|35.538242|-117.663822|1011.4|1.0|0.0|-90.0|DTCC|4901117.46505|50.0|M/S|2000.0|2019-07-07T17:56:36|2019-08-04T14:28:15
3J|A215|01|DPE|35.537536|-117.663417|1011.5|1.0|90.0|0.0|DTCC|76579.9603913|50.0|M/S|2000.0|2019-07-07T18:08:12|2019-08-04T14:39:45
3J|A215|01|DPN|35.537536|-117.663417|1011.5|1.0|0.0|0.0|DTCC|76579.9603913|50.0|M/S|2000.0|2019-07-07T18:08:12|2019-08-04T14:39:45
3J|A215|01|DPZ|35.537536|-117.663417|1011.5|1.0|0.0|-90.0|DTCC|4901117.46505|50.0|M/S|2000.0|2019-07-07T18:08:12|2019-08-04T14:39:45
3J|A216|01|DPE|35.536805|-117.662667|1013.1|1.0|90.0|0.0|DTCC|76579.9603913|50.0|M/S|2000.0|2019-07-07T18:17:42|2019-08-05T01:23:02
3J|A216|01|DPN|35.536805|-117.662667|1013.1|1.0|0.0|0.0|DTCC|76579.9603913|50.0|M/S|2000.0|2019-07-07T18:17:42|2019-08-05T01:23:02
3J|A216|01|DPZ|35.536805|-117.662667|1013.1|1.0|0.0|-90.0|DTCC|4901117.46505|50.0|M/S|2000.0|2019-07-07T18:17:42|2019-08-05T01:23:02
3J|A217|01|DPE|35.536277|-117.661703|1017.0|1.0|90.0|0.0|DTCC|76579.9603913|50.0|M/S|2000.0|2019-07-07T18:23:09|2019-08-04T12:52:46
3J|A217|01|DPN|35.536277|-117.661703|1017.0|1.0|0.0|0.0|DTCC|76579.9603913|50.0|M/S|2000.0|2019-07-07T18:23:09|2019-08-04T12:52:46
3J|A217|01|DPZ|35.536277|-117.661703|1017.0|1.0|0.0|-90.0|DTCC|4901117.46505|50.0|M/S|2000.0|2019-07-07T18:23:09|2019-08-04T12:52:46
3J|A218|01|DPE|35.535714|-117.660761|1020.1|1.0|90.0|0.0|DTCC|76579.9603913|50.0|M/S|2000.0|2019-07-07T18:31:33|2019-08-05T01:32:02
3J|A218|01|DPN|35.535714|-117.660761|1020.1|1.0|0.0|0.0|DTCC|76579.9603913|50.0|M/S|2000.0|2019-07-07T18:31:33|2019-08-05T01:32:02
